50.626,67.951
71.153,44.807
24.303,-29.582
69.014,32.617
-3.4315,-2.5865
34.213,74.87
-23.029,58.2
-15.73,-93.938
-41.546,8.9576
34.93,75.226
6.454,-37.431
10.062,-84.441
109.44,48.461
74.697,37.846
95.584,13.126
22.011,-27.76
34.869,76.304
37.238,40.365
-79.484,-64.97
-36.223,-70.687
7.7601,-84.825
3.2715,-98.76
-2.1315,-7.7767
-34.768,-74.193
16.169,3.0691
-48.522,-6.738
-64.016,47.066
-26.518,-62.66
-46.699,-32.374
-36.1,87.092
-19.74,-88.773
51.434,-30.579
5.6642,68.022
8.4042,6.2676
-61.02,-83.174
-47.775,78.841
-108.28,26.452
10.77,70.926
30.622,92.422
-10.548,-85.614
-4.5915,74.547
39.524,44.699
15.821,-69.967
37.242,40.366
67.103,-53.419
39.972,-41.702
-60.734,-82.933
-41.406,72.598
-30.885,-70.489
-61.141,-9.9848
28.493,-29.067
7.4972,-87.336
31.027,92.389
47.757,-3.1139
-78.936,-39.262
-77.574,20.683
-17.197,-90.497
-16.115,-85.506
-42.857,79.08
-34.473,-88.521
14.508,0.055964
27.642,-26.214
-35.144,-70.983
27.776,11.415
-18.949,-94.153
-41.527,79.962
-43.428,-13.02
-35.878,-70.74
-16.13,-93.454
-3.5108,70.826
33.772,-50.922
48.257,-79.877
102.51,47.291
85.621,43.209
-17.373,76.584
-79.647,-64.85
22.289,-27.79
48.048,31.247
11.533,-35.484
-13.498,-93.981
-21.3,-97.878
36.44,20.557
-73.443,-52.935
-16.554,-93.183
-20.983,-91.818
-64.011,-61.775
-17.72,-89.867
20.965,2.2191
-73.522,-53.085
-61.935,-57.275
-35.582,-69.033
27.817,15.941
69.471,-7.2632
40.066,-38.443
34.96,50.083
-4.7001,77.935
93.02,-59.441
7.4206,36.686
-15.5,48.177
-15.257,-16.913
-57.043,45.595
44.455,-3.0043
-55.783,2.408
10.389,71.731
0.13031,-39.871
-25.834,-100.95
29.258,-23.402
-108.35,22.937
-27.002,65.372
-37.817,87.233
42.739,4.5626
-71.177,-62.118
-43.739,-16.213
-26.268,-62.535
-44.19,-30.908
30.646,92.305
-37.052,-70.364
49.947,36.713
-42.072,-24.538
-60.705,-83.111
19.864,29.648
5.5588,70.87
3.1025,93.289
3.6932,93.092
26.662,-56.977
-5.8981,104.6
-26.598,-80.522
-27.613,-76.514
-18.755,-93.807
-75.16,-57.534
35.669,20.254
25.553,-26.235
-37.741,-53.919
-47.013,-2.1776
7.1457,-60.338
-37.855,25.435
10.308,-84.537
-24.646,-89.274
-40.959,-83.623
43.17,-24.764
16.708,17.791
34.581,73.163
-5.1465,79.029
46.326,-95.809
97.672,45.513
67.197,-90.919
-77.491,-36.168
-42.432,-84.992
-72.791,-39.943
-28.388,-68.618
22.621,-31.656
-45.396,-7.7231
-10.431,-85.557
32.815,35.972
-31.605,-70.592
-41.722,-66.878
-45.994,16.476
52.442,54.922
-31.13,-75.819
54.687,-12.343
-74.069,36.147
-5.1197,-75.838
11.491,-47.651
-54.252,-14.162
-78.783,-38.834
-51.034,-66.715
-76.78,32.29
29.344,33.749
-23.748,-57.81
69.47,-6.6951
-42.645,79.147
-107.18,27.83
1.1816,77.118
-77.482,-36.146
-24.643,-52.995
-36.781,-83.297
-55.737,-61.883
-48.956,-51.117
-18.167,-90.247
-78.808,-38.926
-76.627,-66.575
-63.962,-54.331
10.67,70.997
-21.242,63.828
-42.376,-75.075
15.534,58.274
-58.961,-4.4733
-74.831,-60.009
19.87,-5.4269
