112.87,394.58
368.65,-257.18
-433.99,168.26
232.01,-47.233
93.273,-15.366
-294.16,-143.49
-108.11,154.42
101.66,-44.128
466.22,-143.68
470.91,-36.351
-327.52,-0.80515
483.49,-23.892
195.02,114.33
-22.63,104.81
134.23,-445.78
-52.142,-203.22
-36.495,-31.782
344.46,106.62
321.35,160.76
318.58,114.35
182.32,-98.454
-264.27,318.52
188.62,-206.54
338.6,-292.46
135.35,114.3
249.76,228.53
172.74,244.67
-85.78,137.91
77.267,222.86
-208.61,42.832
193.9,346.82
-245.3,298.48
-272.83,21.732
-199.78,197.91
-463.23,155.11
301.03,320.42
99.629,-37.188
-180.87,284.95
308.13,254.47
-364.92,207.13
-26.961,299.2
-69.645,-29.616
88.544,168.73
76.305,272.95
-223.9,-109.9
-6.7435,-314.53
-44.53,169.69
173.33,45.339
271.67,112.65
274.4,2.0558
-216.27,-201.52
16.108,115.94
-290.4,209.21
-280.97,77.027
-6.5217,-52.047
352.97,-14.426
-196.27,-56.901
87.455,-326.61
-66.886,75.492
264.44,248.53
-273.36,7.1619
9.5579,-152.18
151.86,172.88
251.64,279.58
352.79,103.41
25.49,124.39
-345.56,48.626
-188.19,-142.81
-269.65,35.849
433.72,191.35
-156.41,-13.869
187.73,181.01
-55.492,-16.22
221.35,143.28
-192.49,-155.95
-309.96,-256.3
-242.44,-400.61
127.04,184.67
-51.233,89.402
-47.795,198.67
322.82,129.63
70.072,-394.8
49.727,24.936
290.85,357.29
-195.17,227.13
180.83,-35.584
215.96,-124.44
-57.862,-94.307
46.624,70.207
-284.97,40.862
-271.56,-208.74
19.596,-119.98
186.41,-59.011
444.34,202.97
-166.46,255.52
44.291,63.022
-13.886,-309.21
-411.01,58.895
-106.51,197.52
-400.46,-33.966
191.16,-298.76
-221.79,-185.52
21.949,197.3
-143.62,-16.492
84.183,105.74
-162.35,79.359
130.69,191.59
190.1,229.81
385.94,99.796
-53.798,145.89
-432.38,81.713
-204.35,-282.99
307.26,214.72
-251.03,245.57
241.56,82.282
21.539,-66.256
325.46,-134.27
-358.69,-285.25
-51.978,10.777
-288.38,142.13
469.12,145.32
217.56,-40.445
324.68,-115.55
-218.62,356.93
-117.04,375.98
-43.163,445.26
254.66,-224.13
-73.927,-306.6
191.6,40.058
-425.05,91.016
-90.597,183.78
-213.03,-127.94
-361.06,-34.145
137.34,-85.368
67.125,-409.56
3.3086,-208.93
-324.41,22.781
278.55,-92.666
97.174,216.18
-82.389,157.09
4.5576,81.058
-70.394,166.09
-305.82,358.69
-76.357,-62.416
-155.83,464.87
-193.9,389.64
-272.5,283.71
-102.92,-410.65
-422.39,-114.74
228.23,-306.23
142.47,51.218
-7.824,-260.65
-8.2199,-123.74
-175.61,334.02
240.75,-292.04
-37.088,-408.17
-177.97,-180.65
317.85,-51.833
-60.413,183.03
-157.16,33.309
-81.515,-87.324
-224.64,54.053
-248.71,-258.61
455.26,54.662
339.64,219.81
79.716,-0.17704
-286.42,259.91
-221.84,-82.032
-41.608,256.6
185.13,-307.07
-323.76,6.9689
-452.75,108.78
-318.61,-230.76
83.428,-344.56
101.24,-152.47
126.14,-75.942
-29.66,329.9
38.321,-257.29
-121.79,265.29
226.56,-67.717
-323.91,-152.16
123.16,-90.297
-157.44,420.4
-90.824,-163.58
130.75,350.62
